,User_ID,Country,Age,Harry_Potter_1,A_Painted_House,Snow_Falling_on_Cedars,The_Firm,Harry_Potter_5,Ladies_Detective_Agency,The_Rainmaker,The_Bridges_of_Madison_County,A_Child_Called_It,Bridget_Jones_Diary,Stones_From_The_River,The_Perfect_Storm
22313,196189,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
10930,196191,other,18,0,0,0,0,0,0,0,0,0,0,0,0
1398,196193,new zealand,35,0,0,0,0,0,0,0,0,0,0,0,0
18006,196226,france,25,0,0,0,0,0,0,0,0,0,0,0,0
13686,196227,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15689,196228,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
14068,196253,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
6522,196282,usa,25,0,0,0,0,0,0,1,0,0,0,0,0
6202,196288,other,18,0,0,0,0,1,0,0,0,0,0,0,0
11674,196382,canada,24,0,0,0,0,0,0,0,0,0,0,0,0
10177,196384,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
1572,196396,other,24,0,0,0,0,0,0,0,0,0,0,0,0
16904,196426,australia,35,0,0,0,0,0,0,0,0,0,0,0,0
4975,196440,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8155,196441,usa,53,0,0,0,0,0,0,0,0,0,0,0,0
19588,196444,germany,30,0,0,0,0,0,0,0,0,0,0,0,0
427,196457,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1441,196466,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
1385,196502,usa,38,0,0,0,0,0,0,0,0,0,0,0,0
18034,196523,switzerland,27,0,0,0,0,0,0,0,0,0,0,0,0
22963,196562,spain,26,0,0,0,0,0,0,0,0,0,0,0,0
10876,196577,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10959,196598,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
16541,196620,other,32,0,0,0,0,0,0,0,0,0,0,0,0
12668,196636,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
12966,196641,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17812,196656,portugal,26,0,0,0,0,0,0,0,0,0,0,0,0
21088,196675,germany,20,0,0,0,0,0,0,0,0,0,0,0,0
20912,196676,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
15842,196679,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
10421,196687,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
19301,196699,germany,23,0,0,0,0,0,0,0,0,0,0,0,0
532,196709,canada,31,0,0,0,0,0,0,0,0,0,0,0,0
12357,196715,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
3383,196738,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
18752,196745,canada,49,0,0,0,0,0,0,0,0,0,0,0,0
2195,196755,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
10156,196766,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3138,196775,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
14133,196786,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17661,196810,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15124,196821,canada,40,0,0,0,0,0,0,0,0,0,0,0,0
19033,196846,germany,22,0,0,0,0,0,0,0,0,0,0,0,0
8612,196858,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
2808,196872,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3399,196891,usa,63,0,0,0,0,0,0,0,0,0,0,0,0
16828,196898,switzerland,27,0,0,0,0,0,0,0,0,0,0,0,0
8272,196915,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
21099,196916,germany,25,0,0,0,0,0,0,0,0,0,0,0,0
12793,196917,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19437,196919,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
22383,196956,Spain,16,0,0,0,0,0,0,0,0,0,0,0,0
3932,196976,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
19969,196995,germany,13,0,0,0,0,0,0,0,0,0,0,0,0
15153,197012,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
22880,197021,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
23964,197052,italy,44,0,0,0,0,0,0,0,0,0,0,0,0
9867,197085,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
6616,197089,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
16477,197097,australia,40,0,0,0,0,0,0,0,0,0,0,0,0
14782,197144,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
18671,197159,belgium,28,0,0,0,0,0,0,0,0,0,0,0,0
17804,197189,canada,32,0,0,0,0,0,0,0,0,0,0,0,0
23598,197200,italy,45,0,0,0,0,0,0,0,0,0,0,0,0
23927,197226,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
18389,197232,switzerland,40,0,0,0,0,0,0,0,0,0,0,0,0
23074,197258,spain,24,0,0,0,0,0,0,0,0,0,0,0,0
23657,197274,italy,33,0,0,0,0,0,0,0,0,0,0,0,0
23473,197276,italy,40,0,0,0,0,0,0,0,0,0,0,0,0
4113,197311,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16804,197331,united kingdom,42,0,0,0,0,0,0,0,0,0,0,0,0
13708,197338,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
14705,197345,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
390,197364,usa,30,0,0,0,1,0,0,0,0,0,1,0,0
21830,197385,germany,43,0,0,0,0,0,0,0,0,0,0,0,0
19339,197392,germany,21,0,0,0,0,0,0,0,0,0,0,0,0
15360,197403,united kingdom,26,0,0,0,0,0,0,0,0,0,0,0,0
7586,197410,sweden,31,0,0,0,0,0,0,0,0,0,0,0,0
8844,197424,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
23430,197427,italy,34,0,0,0,0,0,0,0,0,0,0,0,0
23558,197436,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
13860,197468,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
15766,197473,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23980,197477,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
19683,197489,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
6319,197502,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
22381,197535,spain,16,0,0,0,0,0,0,0,0,0,0,0,0
3975,197548,usa,52,0,0,0,0,0,0,0,0,0,0,0,0
22408,197604,spain,42,0,0,0,0,0,0,0,0,0,0,0,0
21239,197613,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
467,197640,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
159,197659,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
18183,197693,italy,25,0,0,0,0,0,0,0,0,0,0,0,0
21430,197706,germany,28,0,0,0,0,0,0,0,0,0,0,0,0
18498,197736,france,21,0,0,0,0,0,0,0,0,0,0,0,0
19454,197751,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
2939,197759,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
7812,197760,usa,55,0,0,0,0,0,0,0,0,0,0,0,0
3190,197766,united kingdom,29,0,0,0,0,0,0,0,0,0,0,0,0
6893,197775,other,21,0,0,0,0,0,0,0,0,0,0,0,0
3671,197789,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
6092,197794,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
14035,197831,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16356,197837,australia,19,0,0,0,0,0,0,0,0,0,0,0,0
21513,197843,germany,31,0,0,0,0,0,0,0,0,0,0,0,0
11282,197844,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
4474,197859,usa,14,0,0,0,0,0,0,0,0,0,0,0,0
24162,197864,other,27,0,0,0,0,0,0,0,0,0,0,0,0
1422,197866,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
16094,197906,united kingdom,18,0,0,0,0,0,0,0,0,0,0,0,0
13907,197909,usa,15,0,0,0,0,0,0,0,0,0,0,0,0
11014,197917,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
8095,197955,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23725,197978,italy,32,0,0,0,0,0,0,0,0,0,0,0,0
7922,197984,usa,62,0,0,0,0,0,0,0,0,0,0,0,0
15280,197985,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1126,198002,usa,29,0,0,0,0,0,0,0,0,0,0,0,1
6763,198011,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
22627,198044,spain,20,0,0,0,0,0,0,0,0,0,0,0,0
8845,198045,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
8019,198046,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
10751,198056,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23408,198057,brazil,47,0,0,0,0,0,0,0,0,0,0,0,0
4443,198100,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
4086,198114,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
17905,198147,portugal,27,0,0,0,0,0,0,0,0,0,0,0,0
23457,198165,italy,27,0,0,0,0,0,0,0,0,0,0,0,0
23591,198168,italy,26,0,0,0,0,0,0,0,0,0,0,0,0
20988,198178,switzerland,39,0,0,0,0,0,0,0,0,0,0,0,0
23040,198191,other,24,0,0,0,0,0,0,0,0,0,0,0,0
23963,198200,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
2196,198213,usa,19,0,0,0,0,0,0,0,1,0,0,0,0
10657,198216,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
22854,198234,spain,17,0,0,0,0,0,0,0,0,0,0,0,0
22238,198237,spain,49,0,0,0,0,0,0,0,0,0,0,0,0
17581,198246,usa,57,0,0,0,0,0,0,0,0,0,0,0,0
23829,198261,italy,25,0,0,0,0,0,0,0,0,0,0,0,0
22987,198264,spain,30,0,0,0,0,0,0,0,0,0,0,0,0
21329,198277,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
16625,198295,canada,29,0,0,0,0,0,0,0,0,0,0,0,0
22401,198311,spain,26,0,0,0,0,0,0,0,0,0,0,0,0
11874,198355,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
14852,198377,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11892,198389,canada,28,0,0,0,0,0,0,0,0,0,0,0,0
18083,198407,switzerland,54,0,0,0,0,0,0,0,0,0,0,0,0
21108,198411,switzerland,31,0,0,0,0,0,0,0,0,0,0,0,0
14462,198412,usa,17,0,0,0,0,0,0,0,0,0,0,0,0
22753,198438,spain,21,0,0,0,0,0,0,0,0,0,0,0,0
18465,198442,france,25,0,0,0,0,0,0,0,0,0,0,0,0
21283,198457,germany,37,0,0,0,0,0,0,0,0,0,0,0,0
20456,198461,germany,46,0,0,0,0,0,0,0,0,0,0,0,0
23648,198464,other,35,0,0,0,0,0,0,0,0,0,0,0,0
23575,198480,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
12727,198487,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
15507,198490,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11427,198507,usa,58,0,0,0,0,0,1,0,0,0,0,0,0
16461,198515,australia,39,0,0,0,0,0,0,0,0,0,0,0,0
16670,198537,united kingdom,41,0,0,0,0,0,0,0,0,0,0,0,0
8846,198557,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
15267,198561,united kingdom,31,0,0,0,0,0,0,0,0,0,0,0,0
5041,198585,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
4512,198589,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10734,198593,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
4067,198609,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23526,198641,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
14783,198681,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
7659,198692,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
4377,198699,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
1145,198711,usa,62,0,0,0,0,1,0,0,0,0,0,0,0
16276,198717,australia,15,0,0,0,0,0,0,0,0,0,0,0,0
7472,198726,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
6433,198727,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
10503,198767,usa,65,0,0,0,0,0,0,0,0,0,0,0,0
10352,198781,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
13482,198784,canada,41,0,0,0,0,0,0,0,0,0,0,0,0
11428,198809,usa,66,0,0,0,0,0,1,0,0,0,0,0,0
4886,198813,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
19774,198842,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
7142,198886,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19988,198898,germany,18,0,0,0,0,0,0,0,0,0,0,0,0
9963,198920,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
2997,198930,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
17114,198937,united kingdom,23,0,0,0,0,0,0,0,0,0,0,0,0
4875,198960,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10273,198969,canada,24,0,0,0,0,0,0,0,0,0,0,0,0
1672,198982,united kingdom,34,0,0,0,0,0,0,0,0,0,0,0,0
18054,198984,france,104,0,0,0,0,0,0,0,0,0,0,0,0
10217,198988,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7050,198996,usa,62,0,0,0,0,0,0,0,0,0,0,0,0
8102,199016,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18518,199019,france,31,0,0,0,0,0,0,0,0,0,0,0,0
5305,199025,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16330,199041,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8605,199045,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
22795,199076,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
7331,199092,netherlands,50,0,0,0,0,0,0,0,0,0,0,0,0
6035,199095,usa,58,0,1,0,0,0,0,0,0,0,0,0,0
11049,199106,usa,40,0,0,0,0,0,0,0,0,0,0,0,0
1992,199113,usa,35,0,0,0,0,0,0,0,0,0,1,0,0
861,199141,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
6320,199144,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
7885,199153,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
17569,199157,australia,13,0,0,0,0,0,0,0,0,0,0,0,0
24004,199161,netherlands,35,0,0,0,0,0,0,0,0,0,0,0,0
1697,199178,united kingdom,57,0,0,0,0,0,0,0,0,0,0,0,0
17781,199180,france,22,0,0,0,0,0,0,0,0,0,0,0,0
491,199198,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
6203,199209,usa,32,0,0,0,0,1,0,0,0,0,0,0,0
12358,199219,usa,23,0,0,0,0,0,0,0,0,0,0,0,0
3167,199292,united kingdom,55,0,0,0,0,0,0,0,0,0,0,0,0
3346,199300,united kingdom,39,0,0,0,0,0,0,0,0,0,0,0,0
4068,199324,other,35,0,0,0,0,0,0,0,0,0,0,0,0
20920,199334,germany,20,0,0,0,0,0,0,0,0,0,0,0,0
7863,199357,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4844,199358,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
7721,199366,usa,50,0,0,0,0,0,0,0,0,0,0,0,0
17239,199373,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
16217,199379,france,35,0,0,0,0,0,0,0,0,0,0,0,0
6997,199390,usa,26,0,0,0,0,0,0,0,1,0,0,0,0
3537,199391,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3815,199408,united kingdom,39,0,0,0,0,0,0,0,0,0,0,0,0
5018,199416,usa,65,0,0,0,0,0,0,0,0,0,0,0,0
18476,199418,france,23,0,0,0,0,0,0,0,0,0,0,0,0
1457,199431,usa,15,0,0,0,0,0,0,0,0,0,0,0,0
4623,199453,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23232,199468,spain,42,0,0,0,0,0,0,0,0,0,0,0,0
20729,199484,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
8504,199492,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
3049,199507,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
14647,199510,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
2220,199515,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
24228,199542,portugal,35,0,0,0,0,0,0,0,0,0,0,0,0
6638,199571,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
16553,199587,portugal,23,0,0,0,0,0,0,0,0,0,0,0,0
14000,199590,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11725,199600,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9235,199605,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7805,199609,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20416,199621,austria,35,0,0,0,0,0,0,0,0,0,0,0,0
13168,199645,usa,57,0,0,0,0,0,0,0,0,0,0,0,0
17425,199658,usa,57,0,0,0,0,0,0,0,0,0,0,0,0
8482,199662,australia,35,0,0,0,0,0,0,0,0,0,0,0,0
22531,199725,spain,23,0,0,0,0,0,0,0,0,0,0,0,0
13750,199750,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2699,199764,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21068,199771,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
7318,199772,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23351,199775,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
12396,199809,canada,19,0,0,0,0,0,0,0,0,0,0,0,0
20448,199819,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
19636,199827,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18286,199841,brazil,38,0,0,0,0,0,0,0,0,0,0,0,0
312,199857,canada,66,0,0,0,0,0,0,0,0,0,0,0,0
9003,199864,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
14587,199881,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
21362,199898,germany,24,0,0,0,0,0,0,0,0,0,0,0,0
8196,199901,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23337,199904,spain,33,0,0,0,0,0,0,0,0,0,0,0,0
2221,199909,switzerland,25,0,0,0,0,0,0,0,0,0,0,0,0
16414,199928,united kingdom,28,0,0,0,0,0,0,0,0,0,0,0,0
4624,199983,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
14329,200001,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
1297,200009,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
874,200011,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
11354,200051,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
3032,200054,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21609,200058,germany,38,0,0,0,0,0,0,0,0,0,0,0,0
22443,200065,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
22577,200067,spain,30,0,0,0,0,0,0,0,0,0,0,0,0
14889,200074,netherlands,35,0,0,0,0,0,0,0,0,0,0,0,0
4448,200076,usa,53,0,0,0,0,0,0,0,0,0,0,0,0
19660,200081,germany,50,0,0,0,0,0,0,0,0,0,0,0,0
17124,200090,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
96,200093,united kingdom,55,0,0,0,0,0,0,0,0,0,0,0,0
6468,200095,usa,58,0,0,0,0,0,0,0,0,0,0,0,0
15301,200152,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15769,200184,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10104,200188,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15718,200194,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16028,200200,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
6439,200211,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10543,200213,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
31,200226,canada,39,0,0,0,0,0,0,0,0,0,0,1,0
3984,200238,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1878,200245,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8847,200246,canada,36,0,0,0,0,0,0,0,0,0,0,0,0
9119,200248,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
12138,200252,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
13433,200282,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1423,200287,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
12088,200300,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
10853,200312,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
2244,200315,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
3371,200323,usa,19,1,0,0,0,0,0,0,0,0,0,0,0
8273,200344,canada,22,0,0,0,0,0,0,0,0,0,0,0,0
12987,200369,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11848,200390,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
7430,200402,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7302,200406,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
18497,200408,other,22,0,0,0,0,0,0,0,0,0,0,0,0
5382,200420,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
3730,200422,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
21443,200430,germany,42,0,0,0,0,0,0,0,0,0,0,0,0
15456,200434,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
23859,200457,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
22506,200459,spain,33,0,0,0,0,0,0,0,0,0,0,0,0
11303,200493,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
9461,200527,usa,46,0,0,0,0,0,0,0,0,0,0,0,0
15036,200537,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
11527,200556,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
6398,200557,australia,26,0,0,0,1,0,1,0,0,0,0,0,0
15311,200562,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10150,200568,usa,48,0,0,0,0,0,0,0,0,0,0,0,0
9414,200593,italy,35,0,0,1,0,0,0,0,0,0,0,0,0
18541,200596,france,30,0,0,0,0,0,0,0,0,0,0,0,0
23847,200599,italy,44,0,0,0,0,0,0,0,0,0,0,0,0
14869,200607,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
14755,200615,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
5275,200618,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18246,200621,france,32,0,0,0,0,0,0,0,0,0,0,0,0
22882,200633,spain,29,0,0,0,0,0,0,0,0,0,0,0,0
1993,200643,usa,21,0,0,0,0,0,0,0,0,0,1,0,0
23275,200653,spain,33,0,0,0,0,0,0,0,0,0,0,0,0
20717,200656,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
17722,200667,canada,36,0,0,0,0,0,0,0,0,0,0,0,0
7777,200674,usa,58,0,0,0,0,0,0,0,0,0,0,0,0
6764,200689,usa,47,0,1,0,0,0,0,0,0,0,0,0,0
19652,200690,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
8930,200694,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
18699,200707,portugal,20,0,0,0,0,0,0,0,0,0,0,0,0
19190,200751,australia,35,0,0,0,0,0,0,0,0,0,0,0,0
3755,200772,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
21822,200793,germany,30,0,0,0,0,0,0,0,0,0,0,0,0
16288,200824,united kingdom,30,0,0,0,0,0,0,0,0,0,0,0,0
11908,200831,other,29,0,0,0,0,0,0,0,0,0,0,0,0
20406,200851,germany,41,0,0,0,0,0,0,0,0,0,0,0,0
879,200876,other,35,0,0,0,0,0,0,0,0,0,0,0,0
14827,200888,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18035,200918,france,35,0,0,0,0,0,0,0,0,0,0,0,0
15102,200977,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
5414,200978,netherlands,41,0,0,0,0,0,0,0,0,0,0,0,0
5291,200983,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9745,200993,portugal,25,0,0,0,0,0,0,0,0,0,0,0,0
17269,201002,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23546,201011,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
8131,201013,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
428,201017,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
20915,201019,portugal,35,0,0,0,0,0,0,0,0,0,0,0,0
2061,201036,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
168,201042,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
5662,201049,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1357,201058,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23406,201075,brazil,26,0,0,0,0,0,0,0,0,0,0,0,0
20649,201098,germany,30,0,0,0,0,0,0,0,0,0,0,0,0
19233,201114,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
11068,201128,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
11872,201141,canada,27,0,0,0,0,0,0,0,0,0,0,0,0
9710,201157,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
18260,201170,france,33,0,0,0,0,0,0,0,0,0,0,0,0
21046,201209,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
17541,201257,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9415,201259,canada,35,0,0,1,0,0,0,0,0,0,0,0,0
15080,201267,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
3538,201290,portugal,35,0,0,0,0,0,0,0,0,0,0,0,0
23939,201305,italy,28,0,0,0,0,0,0,0,0,0,0,0,0
8499,201353,canada,19,0,0,0,0,0,0,0,0,0,0,0,0
22526,201356,argentina,22,0,0,0,0,0,0,0,0,0,0,0,0
6765,201383,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
15848,201416,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
13125,201427,usa,48,0,0,0,0,0,0,0,0,0,0,0,0
6766,201439,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
5011,201475,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10071,201502,usa,16,0,0,0,0,0,0,0,0,0,0,0,0
2850,201519,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
21382,201523,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
2139,201526,canada,25,0,0,0,0,0,0,0,0,0,0,0,0
2805,201537,malaysia,22,0,0,0,0,0,0,0,0,0,0,0,0
18765,201548,germany,29,0,0,0,0,0,0,0,0,0,0,0,0
23151,201550,Spain,39,0,0,0,0,0,0,0,0,0,0,0,0
9915,201557,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
6036,201568,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
12189,201575,usa,31,0,0,0,0,0,0,0,0,0,0,0,0
793,201579,canada,42,0,0,0,0,0,0,0,0,0,0,0,0
6846,201593,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
16808,201598,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
22747,201601,italy,24,0,0,0,0,0,0,0,0,0,0,0,0
23137,201603,spain,19,0,0,0,0,0,0,0,0,0,0,0,0
221,201664,canada,22,0,0,0,0,0,0,0,0,0,0,0,0
2136,201684,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
7051,201697,canada,29,0,0,0,0,0,0,0,0,0,0,0,0
8591,201724,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
8174,201731,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11921,201740,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
3259,201760,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
